Decimal,Hex,Alpha Tag,Mode,Category,Tag,Description
56637,dd3d,67-EMR DISP,T,Sunflower County (67),EMS Dispatch,County Emergency Medical Responders - Dispatch --- Sunflower County (67) --- EMS Dispatch
56638,dd3e,67-EMR TAC,T,Sunflower County (67),EMS-Tac,County Emergency Medical Responders - Tactical --- Sunflower County (67) --- EMS-Tac
56638,dd3e,67-CO ROADS,T,Sunflower County (67),Public Works,County Road Department --- Sunflower County (67) --- Public Works
56650,dd4a,67-CO FD DISP,T,Sunflower County (67),Fire Dispatch,County Fire - Dispatch --- Sunflower County (67) --- Fire Dispatch
56651,dd4b,67-CO FD OPS 1,T,Sunflower County (67),Fire-Tac,County Fire - Operations 1 --- Sunflower County (67) --- Fire-Tac
56652,dd4c,67-CO FD OPS 2,T,Sunflower County (67),Fire-Tac,County Fire - Operations 2 --- Sunflower County (67) --- Fire-Tac
56653,dd4d,67 CO COMMON,T,Sunflower County (67),Interop,County Common --- Sunflower County (67) --- Interop
56654,dd4e,67-CO SE 1,T,Sunflower County (67),Interop,County Special Event 1 --- Sunflower County (67) --- Interop
56655,dd4f,67-RPD DISP,T,Sunflower County (67),Law Dispatch,Ruleville Police - Dispatch --- Sunflower County (67) --- Law Dispatch
56656,dd50,67-RPD C-C,T,Sunflower County (67),Law Talk,Ruleville Police - Car to Car --- Sunflower County (67) --- Law Talk
56660,dd54,67-INDNL FD DISP,T,Sunflower County (67),Fire Dispatch,Indianola Fire - Dispatch --- Sunflower County (67) --- Fire Dispatch
56661,dd55,67-INDNL FD FG 1,T,Sunflower County (67),Fire-Tac,Indianola FIre - Fireground 1 --- Sunflower County (67) --- Fire-Tac
56921,de59,68-TCSO DISP,T,Tallahatchie County (68),Law Dispatch,Sheriff - Dispatch --- Tallahatchie County (68) --- Law Dispatch
57026,dec2,68-TCFD EAST,T,Tallahatchie County (68),Fire Dispatch,County Fire East - Dispatch --- Tallahatchie County (68) --- Fire Dispatch
57032,dec8,68-SHK-HMPLK VFD,D,Tallahatchie County (68),Fire-Talk,Sharky-Hampton Lake Volunteer Fire Department --- Tallahatchie County (68) --- Fire-Talk
57036,decc,68-CHRLSTN PD,T,Tallahatchie County (68),Law Dispatch,Charleston Police  --- Tallahatchie County (68) --- Law Dispatch
57046,ded6,68-SUMNER PD,T,Tallahatchie County (68),Law Dispatch,Sumner Police --- Tallahatchie County (68) --- Law Dispatch
57254,dfa6,69-SENA PD DISP,T,Tate County (69),Law Dispatch,Senatobia Police - Dispatch --- Tate County (69) --- Law Dispatch
57256,dfa8,69-SENA PD C-C,T,Tate County (69),Law Talk,Senatobia Police - Car to Car --- Tate County (69) --- Law Talk
57260,dfac,69-TC FD DISP,T,Tate County (69),Fire Dispatch,County Fire - Dispatch --- Tate County (69) --- Fire Dispatch
57269,dfb5,69-SENA FD DISP,T,Tate County (69),Fire Dispatch,Senatobia Fire - Dispatch --- Tate County (69) --- Fire Dispatch
57275,dfbb,69-SO DISP,T,Tate County (69),Law Dispatch,Sheriff - Dispatch --- Tate County (69) --- Law Dispatch
57285,dfc5,69-COLDWTR PD,T,Tate County (69),Law Dispatch,Coldwater Police - Dispatch --- Tate County (69) --- Law Dispatch
57573,e0e5,70-SHERIFF 1,T,Tippah County (70),Law Dispatch,Sheriff - Dispatch --- Tippah County (70) --- Law Dispatch
57578,e0ea,70-WALNUTPD,T,Tippah County (70),Law Dispatch,Walnut Police Primary --- Tippah County (70) --- Law Dispatch
57897,e229,70-TIPPAH EMS,T,Tippah County (70),EMS Dispatch,County EMS Dispatch --- Tippah County (70) --- EMS Dispatch
57899,e22b,71-IUKA PD DISP,T,Tishomingo County (71),Law Dispatch,Iuka Police - Dispatch --- Tishomingo County (71) --- Law Dispatch
57900,e22c,71-IUKA PD TAC 1,T,Tishomingo County (71),Law Tac,Iuka Police - Tactical 1 --- Tishomingo County (71) --- Law Tac
57904,e230,71-SO DISP,T,Tishomingo County (71),Law Dispatch,Sheriff - Dispatch --- Tishomingo County (71) --- Law Dispatch
57905,e231,71-SO C-C,T,Tishomingo County (71),Law Talk,Sheriff - Car to Car --- Tishomingo County (71) --- Law Talk
57906,e232,71-SO INVEST,T,Tishomingo County (71),Law Tac,Sheriff - Investigators --- Tishomingo County (71) --- Law Tac
57914,e23a,71-FIRE DISP,T,Tishomingo County (71),Fire Dispatch,County Fire Dispatch --- Tishomingo County (71) --- Fire Dispatch
57915,e23b,71-FG NORTH,T,Tishomingo County (71),Fire-Tac,County Fireground North --- Tishomingo County (71) --- Fire-Tac
57916,e23c,71-FG SOUTH,T,Tishomingo County (71),Fire-Tac,County Fireground South --- Tishomingo County (71) --- Fire-Tac
57917,e23d,71-CO EMA,T,Tishomingo County (71),Emergency Ops,County Emergency Management Agency --- Tishomingo County (71) --- Emergency Ops
57918,e23e,71-BELMONT VFD,T,Tishomingo County (71),Fire-Talk,Belmont Volunteer Fire Department --- Tishomingo County (71) --- Fire-Talk
57924,e244,71-TCS ADMN,T,Tishomingo County (71),Schools,County Schools Administration --- Tishomingo County (71) --- Schools
57925,e245,71-TCS PD,T,Tishomingo County (71),Law Dispatch,County Schools Police  --- Tishomingo County (71) --- Law Dispatch
57934,e24e,71-GOLDEN PD,T,Tishomingo County (71),Law Dispatch,Golden Police - Dispatch --- Tishomingo County (71) --- Law Dispatch
57939,e253,71-BLMNT CNTRL,T,Tishomingo County (71),Schools,Belmont Central --- Tishomingo County (71) --- Schools
57944,e258,71-BRNSVL PD,T,Tishomingo County (71),Law Dispatch,Burnsville Police --- Tishomingo County (71) --- Law Dispatch
57945,e259,71-BRNSVL FD,T,Tishomingo County (71),Fire Dispatch,Burnsville Fire --- Tishomingo County (71) --- Fire Dispatch
57954,e262,71-CO BOS D1,T,Tishomingo County (71),Public Works,Board of Supervisors - District 1 --- Tishomingo County (71) --- Public Works
57955,e263,71-CO BOS D2,T,Tishomingo County (71),Public Works,Board of Supervisors - District 2 --- Tishomingo County (71) --- Public Works
57956,e264,71-CO BOS D3,T,Tishomingo County (71),Public Works,Board of Supervisors - District 3 --- Tishomingo County (71) --- Public Works
57957,e265,71-CO BOS D4,T,Tishomingo County (71),Public Works,Board of Supervisors - District 4 --- Tishomingo County (71) --- Public Works
57958,e266,71-CO BOS D5,T,Tishomingo County (71),Public Works,Board of Supervisors - District 5 --- Tishomingo County (71) --- Public Works
57964,e26c,71-IUKA FIRE DSP,T,Tishomingo County (71),Fire Dispatch,Iuka Fire - Dispatch --- Tishomingo County (71) --- Fire Dispatch
57965,e26d,71-IUKA FIRE FG1,T,Tishomingo County (71),Fire-Tac,Iuka Fire - Fireground 1 --- Tishomingo County (71) --- Fire-Tac
58222,e36e,NMMC TISH PVT,T,Wide Area EMS and Air Ambulance,EMS-Talk,North MS Medical Center EMS - Tishomingo Co. - Private --- Wide Area EMS and Air Ambulance --- EMS-Talk
58223,e36f,NMMC TISHOMINGO,T,Wide Area EMS and Air Ambulance,EMS Dispatch,North MS Medical Center EMS - Tishomingo Co. - Dispatch --- Wide Area EMS and Air Ambulance --- EMS Dispatch
58224,e370,71- WIDE AREA,T,Tishomingo County (71),Interop,Wide Area --- Tishomingo County (71) --- Interop
58225,e371,72-SHERIFF 1,T,Tunica County (72),Law Dispatch,Sheriff - Dispatch --- Tunica County (72) --- Law Dispatch
58345,e3e9,72-FIRE DISP,T,Tunica County (72),Fire Dispatch,Countywide Fire Dispatch --- Tunica County (72) --- Fire Dispatch
58500,e484,73-MYRTL PD,T,Union County (73),Law Dispatch,Myrtle Police --- Union County (73) --- Law Dispatch
58550,e4b6,PAFFORD NORTH,T,Wide Area EMS and Air Ambulance,EMS Dispatch,"Pafford EMS - North (Coahoma, Tunica, Tate) --- Wide Area EMS and Air Ambulance --- EMS Dispatch"
58551,e4b7,73-SO DISP,T,Union County (73),Law Dispatch,Sheriff - Dispatch --- Union County (73) --- Law Dispatch
58552,e4b8,73-SO C-C,T,Union County (73),Law Talk,Sheriff - Car to Car --- Union County (73) --- Law Talk
58553,e4b9,73-SO INV,T,Union County (73),Law Tac,Sheriff - Investigators --- Union County (73) --- Law Tac
58554,e4ba,73-SO NARC,T,Union County (73),Law Tac,Sheriff - Narcotics --- Union County (73) --- Law Tac
58555,e4bb,73-WIDE AREA,T,Union County (73),Interop,Wide Area --- Union County (73) --- Interop
58561,e4c1,73-EMA,T,Union County (73),Emergency Ops,Emergency Management Agency --- Union County (73) --- Emergency Ops
58562,e4c2,73-CO EMS,T,Union County (73),EMS Dispatch,County EMS --- Union County (73) --- EMS Dispatch
58571,e4cb,73-NAPD DISP,T,Union County (73),Law Dispatch,New Albany Police - Dispatch --- Union County (73) --- Law Dispatch
58573,e4cd,73-NAPD C-C,T,Union County (73),Law Talk,New Albany Police - Car to Car --- Union County (73) --- Law Talk
58575,e4cf,73-NAPD ADMIN,T,Union County (73),Law Talk,New Albany Police - Administration --- Union County (73) --- Law Talk
58577,e4d1,73-NAPD NARC,T,Union County (73),Law Tac,New Albany Police - Narcotics --- Union County (73) --- Law Tac
58579,e4d3,73-NAPD SE 1,T,Union County (73),Law Talk,New Albany Police - Special Events 1 --- Union County (73) --- Law Talk
58580,e4d4,73-CO FIRE DISP,T,Union County (73),Fire Dispatch,County Fire - Dispatch --- Union County (73) --- Fire Dispatch
58581,e4d5,73-CO FIRE FG E,T,Union County (73),Fire-Tac,County Fire - Fireground East --- Union County (73) --- Fire-Tac
58582,e4d6,73-CO FIRE FG W,T,Union County (73),Fire-Tac,County Fire - Fireground West --- Union County (73) --- Fire-Tac
58583,e4d7,73-ALPINE VFD,T,Union County (73),Fire-Talk,Alpine Volunteer Fire Department --- Union County (73) --- Fire-Talk
58584,e4d8,73-CENTER VFD,T,Union County (73),Fire-Talk,Center Volunteer Fire Department --- Union County (73) --- Fire-Talk
58585,e4d9,73-NORTHEAST VFD,T,Union County (73),Fire-Talk,Northeast Volunteer Fire Department --- Union County (73) --- Fire-Talk
58586,e4da,73-NORTHAVEN VFD,T,Union County (73),Fire-Talk,Northaven Volunteer Fire Department --- Union County (73) --- Fire-Talk
58587,e4db,73-SOUTHEAST VFD,T,Union County (73),Fire-Talk,Southeast Volunteer Fire Department --- Union County (73) --- Fire-Talk
58588,e4dc,73-INGOMAR VFD,T,Union County (73),Fire-Talk,Ingomar Volunteer Fire Department --- Union County (73) --- Fire-Talk
58589,e4dd,73-PINEDALE VFD,T,Union County (73),Fire-Talk,Pinedale Volunteer Fire Department --- Union County (73) --- Fire-Talk
58590,e4de,73-E UNION VFD,T,Union County (73),Fire-Talk,East Union Volunteer Fire Department --- Union County (73) --- Fire-Talk
58591,e4df,73-W UNION VFD,T,Union County (73),Fire-Talk,West Union Volunteer Fire Department --- Union County (73) --- Fire-Talk
58592,e4e0,73-MYRTLE VFD,T,Union County (73),Fire-Talk,Myrtle Volunteer Fire Department --- Union County (73) --- Fire-Talk
58877,e5fd,76-EMA DISP,T,Washington County (76),Emergency Ops,Emergency Management Main --- Washington County (76) --- Emergency Ops
58879,e5ff,76-WCLE ALL,T,Washington County (76),Law Tac,Countywide Law Enforcement Common --- Washington County (76) --- Law Tac
58881,e601,76-WC FIRE 1,T,Washington County (76),Fire Dispatch,County Fire Dispatch --- Washington County (76) --- Fire Dispatch
58882,e602,76-WC COMN,T,Washington County (76),Interop,County Common --- Washington County (76) --- Interop
58884,e604,76-WIDE AREA,T,Washington County (76),Interop,County Wide Area Operations --- Washington County (76) --- Interop
58885,e605,76-EVENT 1,T,Washington County (76),Multi-Tac,Special Events 1 --- Washington County (76) --- Multi-Tac
58886,e606,76-EVENT 2,T,Washington County (76),Multi-Tac,Special Events 2 --- Washington County (76) --- Multi-Tac
58887,e607,76-EVENT 3,T,Washington County (76),Multi-Tac,Special Events 3 --- Washington County (76) --- Multi-Tac
58897,e611,76-SO DISP,T,Washington County (76),Law Dispatch,Sheriff Dispatch --- Washington County (76) --- Law Dispatch
58898,e612,76-SO TAC,T,Washington County (76),Law Tac,Sheriff Tactical --- Washington County (76) --- Law Tac
58899,e613,76-SO INVEST,T,Washington County (76),Law Tac,Sheriff Investigations --- Washington County (76) --- Law Tac
58900,e614,79-SO ADMIN,T,Washington County (76),Law Tac,Sheriff Administration --- Washington County (76) --- Law Tac
58901,e615,76-SO EVENT 1,T,Washington County (76),Law Tac,Sheriff Special Events 1 --- Washington County (76) --- Law Tac
58915,e623,76-CONST PRI,T,Washington County (76),Law Dispatch,Constables Primary --- Washington County (76) --- Law Dispatch
58916,e624,76-CONST TAC,T,Washington County (76),Law Tac,Constables Tactical --- Washington County (76) --- Law Tac
58917,e625,76 GVL FD 1,T,Washington County (76),Fire Dispatch,Greenville Fire Main --- Washington County (76) --- Fire Dispatch
58919,e627,76-GVL FD 2,T,Washington County (76),Fire-Tac,Greenville Fire Tactical --- Washington County (76) --- Fire-Tac
58921,e629,76-GVL PD 1,T,Washington County (76),Law Dispatch,Greenville Police Dispatch --- Washington County (76) --- Law Dispatch
58923,e62b,76-GVL PCAR,T,Washington County (76),Law Talk,Greenville Police Car to Car --- Washington County (76) --- Law Talk
58924,e62c,76-GVL PD 2,T,Washington County (76),Law Talk,Greenville PD Channel 2 --- Washington County (76) --- Law Talk
58925,e62d,76-GVL PD INV,T,Washington County (76),Law Tac,Greenville PD Investigations --- Washington County (76) --- Law Tac
58926,e62e,76-GVL PD D1,T,Washington County (76),Law Tac,Greenville PD Detail 1 --- Washington County (76) --- Law Tac
58927,e62f,76-GVL PD D2,T,Washington County (76),Law Tac,Greenville PD Detail 2 --- Washington County (76) --- Law Tac
58928,e630,76-GVL PD CMND,T,Washington County (76),Law Talk,Greenville PD Command Staff --- Washington County (76) --- Law Talk
58929,e631,76-GVL PD SP OPS,T,Washington County (76),Law Tac,Greenville PD Special Operations --- Washington County (76) --- Law Tac
58930,e632,76-GVL NARCS,T,Washington County (76),Law Tac,Greenville PD Narcotics --- Washington County (76) --- Law Tac
58931,e633,76-GVL CID,T,Washington County (76),Law Tac,Greenville PD CID --- Washington County (76) --- Law Tac
58942,e63e,76-RVSD FD 1,T,Washington County (76),Fire Dispatch,Riverside Fire Main --- Washington County (76) --- Fire Dispatch
58943,e63f,76-RVSD FD 2,T,Washington County (76),Fire-Tac,Riverside Fire Tactical --- Washington County (76) --- Fire-Tac
58944,e640,76-LELD FD 1,T,Washington County (76),Fire Dispatch,Leland Fire Main --- Washington County (76) --- Fire Dispatch
58945,e641,76-LELD FD 2,T,Washington County (76),Fire-Tac,Leland Fire Tactical --- Washington County (76) --- Fire-Tac
58946,e642,76-MTCLF FD 1,T,Washington County (76),Fire Dispatch,Metcalfe Fire Main --- Washington County (76) --- Fire Dispatch
58947,e643,76-MTCLF FD 2,T,Washington County (76),Fire-Tac,Metcalfe Fire Tactical --- Washington County (76) --- Fire-Tac
58948,e644,76-ARCL FD 1,T,Washington County (76),Fire Dispatch,Arcola Fire Main --- Washington County (76) --- Fire Dispatch
58949,e645,76-ARCL FD 2,T,Washington County (76),Fire-Tac,Arcola Fire Tactical --- Washington County (76) --- Fire-Tac
58950,e646,76-IMFD DISP,T,Washington County (76),Fire Dispatch,Indian Mound Fire Main --- Washington County (76) --- Fire Dispatch
58951,e647,76-IMFD TAC,T,Washington County (76),Fire-Tac,Indian Mound Fire Tactical --- Washington County (76) --- Fire-Tac
58952,e648,76-HLNDL FD 1,T,Washington County (76),Fire Dispatch,Hollandale Fire Main --- Washington County (76) --- Fire Dispatch
58953,e649,76-HLNDL FD 2,T,Washington County (76),Fire-Tac,Hollandale Fire Tactical --- Washington County (76) --- Fire-Tac
58954,e64a,76-WC EMR,T,Washington County (76),EMS Dispatch,County EMR Dispatch --- Washington County (76) --- EMS Dispatch
58955,e64b,76-WC EMR TAC 1,T,Washington County (76),EMS-Tac,County EMR Tac 1 --- Washington County (76) --- EMS-Tac
58956,e64c,76-WC EMR TAC 2,T,Washington County (76),EMS-Tac,County EMR Tac 2 --- Washington County (76) --- EMS-Tac
58957,e64d,76-WC EMR TAC 3,T,Washington County (76),EMS-Tac,County EMR Tac 3 --- Washington County (76) --- EMS-Tac
58958,e64e,76-WC EMR TAC 4,T,Washington County (76),EMS-Tac,County EMR Tac 4 --- Washington County (76) --- EMS-Tac
58959,e64f,76-WC EMR TAC 5,T,Washington County (76),EMS-Tac,County EMR Tac 5 --- Washington County (76) --- EMS-Tac
58967,e657,76-LELD PD 1,T,Washington County (76),Law Dispatch,Leland Police --- Washington County (76) --- Law Dispatch
58968,e658,76-LELD PD TAC,T,Washington County (76),Law Tac,Leland Police Tactical --- Washington County (76) --- Law Tac
58969,e659,76-LELD PD ADM,T,Washington County (76),Law Tac,Leland Police Administration --- Washington County (76) --- Law Tac
58970,e65a,76-LELD PD INV,T,Washington County (76),Law Tac,Leland Police Investigations --- Washington County (76) --- Law Tac
58971,e65b,76-LELD PD SE,T,Washington County (76),Law Tac,Leland Police Special Events --- Washington County (76) --- Law Tac
58972,e65c,76-LELD PUB WKS,T,Washington County (76),Public Works,Leland Public Works --- Washington County (76) --- Public Works
58982,e666,76-HPD DISP,T,Washington County (76),Law Dispatch,Hollandale Police - Dispatch --- Washington County (76) --- Law Dispatch
58983,e667,76-HPD C-C,T,Washington County (76),Law Talk,Hollandale Police - Car to Car --- Washington County (76) --- Law Talk
58997,e675,76-MTCLF PD 1,T,Washington County (76),Law Dispatch,Metcalfe Police --- Washington County (76) --- Law Dispatch
58998,e676,76-MTCLF PD TAC,T,Washington County (76),Law Tac,Metcalfe Police Tactical --- Washington County (76) --- Law Tac
59011,e683,76-ARCL PD 1,T,Washington County (76),Law Dispatch,Arcola Police --- Washington County (76) --- Law Dispatch
59203,e743,81-SHERIFF DISP,T,Yalobusha County (81),Law Dispatch,Sheriff - Dispatch --- Yalobusha County (81) --- Law Dispatch
59220,e754,81-FIRE DISP,T,Yalobusha County (81),Fire Dispatch,Countywide Fire --- Yalobusha County (81) --- Fire Dispatch
59228,e75c,81-OAKLAND FD,T,Yalobusha County (81),Fire Dispatch,Oakland Fire  --- Yalobusha County (81) --- Fire Dispatch
59234,e762,81-EMS DISP,T,Yalobusha County (81),EMS Dispatch,Countywide Ambulance Dispatch --- Yalobusha County (81) --- EMS Dispatch
59335,e7c7,81-WVFD DISP,T,Yalobusha County (81),Fire Dispatch,Water Valley Fire Department --- Yalobusha County (81) --- Fire Dispatch
59336,e7c8,81-WVPD DISP,T,Yalobusha County (81),Law Dispatch,Water Valley Police Department --- Yalobusha County (81) --- Law Dispatch
59339,e7cb,81-WV-ELEC-DISP,T,Yalobusha County (81),Utilities,Water Valley Electric Department - Dispatch --- Yalobusha County (81) --- Utilities
59340,e7cc,81-WV-ELEC-TAC,T,Yalobusha County (81),Utilities,Water Valley Electric Department - Tactical --- Yalobusha County (81) --- Utilities
59529,e889,MEDSTAT EMS 1,T,Wide Area EMS and Air Ambulance,EMS Dispatch,"MedStat EMS 1 (Sunflower, Humphrey, Montgomery, Holmes, & Carroll) --- Wide Area EMS and Air Ambulance --- EMS Dispatch"
59530,e88a,MEDSTAT EMS 2,T,Wide Area EMS and Air Ambulance,EMS Dispatch,"MedStat EMS 2 (Monroe, Oktibbeha, & Attala) --- Wide Area EMS and Air Ambulance --- EMS Dispatch"
59531,e88b,MEDSTAT EMS 3,T,Wide Area EMS and Air Ambulance,EMS Dispatch,MedStat EMS 3 --- Wide Area EMS and Air Ambulance --- EMS Dispatch
59549,e89d,MEDSTAT GRENADA,T,Wide Area EMS and Air Ambulance,EMS Dispatch,MedStat EMS Grenada --- Wide Area EMS and Air Ambulance --- EMS Dispatch
59550,e89e,AMR GROUND,T,Wide Area EMS and Air Ambulance,EMS-Talk,AMR Ground Communications --- Wide Area EMS and Air Ambulance --- EMS-Talk
59551,e89f,AMR CENTRAL MS,T,Wide Area EMS and Air Ambulance,EMS Dispatch,AMR Central MS (Jackson) --- Wide Area EMS and Air Ambulance --- EMS Dispatch
59552,e8a0,AMR TAC,T,Wide Area EMS and Air Ambulance,EMS-Tac,AMR Tactical --- Wide Area EMS and Air Ambulance --- EMS-Tac
59553,e8a1,AMR CTRL EVENTS,T,Wide Area EMS and Air Ambulance,EMS-Tac,AMR Central Special Events --- Wide Area EMS and Air Ambulance --- EMS-Tac
60000,ea60,MSAR MED-TRANS,T,Wide Area EMS and Air Ambulance,EMS Dispatch,Mississippi Air Rescue - Med-Trans --- Wide Area EMS and Air Ambulance --- EMS Dispatch
